Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,HasCabin,Title,FamilySize,IsAlone,Fare_log
0,3,1,-0.5657364610748746,0,0,7.25,2,0,2,1,1,-0.8797405693934278
0,3,1,-0.1814872444684187,0,0,7.8958,2,0,2,1,1,-0.8019236166026618
1,2,0,0.04906228549545483,0,0,12.35,1,0,1,1,1,-0.38278544498532663
1,2,0,-0.5657364610748746,1,1,29.0,2,0,3,3,0,0.4532263111425748
0,3,1,-0.10463740114712752,8,2,69.55,2,0,2,11,0,1.3361591794576348
1,1,0,0.5101613454232019,0,0,135.6333,0,1,1,1,1,2.0186331792044068
0,3,1,2.4314074284554814,0,0,6.2375,2,0,2,1,1,-1.0149359989180027
1,2,0,0.5101613454232019,0,0,13.0,2,1,3,1,1,-0.3336984726090332
1,3,0,0.12591212881674602,1,1,20.525,2,0,3,3,0,0.11044794172866994
1,1,0,-1.0268355210026217,0,1,57.9792,0,1,1,2,0,1.1511968252901217
1,3,0,-0.10463740114712752,2,0,23.25,1,0,1,3,0,0.23352593393921808
0,1,1,1.2402348569754682,0,0,28.5,2,1,2,1,1,0.4358726267231761
0,1,1,0.6638610320657843,0,1,153.4625,2,1,2,2,0,2.14527242190355
0,3,1,-1.0268355210026217,2,0,18.0,2,0,2,3,0,-0.01838583697289204
1,1,0,-0.10463740114712752,1,0,133.65,2,0,3,2,0,2.003535801391161
0,3,1,-0.10463740114712752,0,0,7.8958,2,0,2,1,1,-0.8019236166026618
0,1,1,-0.027787557825836348,1,0,66.6,2,1,2,2,0,1.2920564383571118
1,1,0,0.8944105620296577,0,0,134.5,0,1,1,1,1,2.010033264475824
1,3,1,1.2018099353148226,0,0,8.05,2,0,2,1,1,-0.7841792430073967
0,1,1,1.2018099353148226,0,0,35.5,2,1,2,1,1,0.6557188297748954
1,2,1,-2.1027333275006983,1,1,26.0,2,1,0,3,0,0.3444394801955362
1,1,0,-0.41203677443229225,3,2,263.0,2,1,1,6,0,2.6987007794454887
0,2,1,-0.10463740114712752,0,0,13.0,2,0,2,1,1,-0.3336984726090332
0,2,1,-0.33518693111100106,0,0,13.0,2,0,2,1,1,-0.3336984726090332
0,2,1,0.5101613454232019,0,0,13.0,2,0,2,1,1,-0.3336984726090332
1,2,0,-0.41203677443229225,0,0,13.0,2,1,1,1,1,-0.3336984726090332
1,2,0,0.8175607187083667,0,0,13.0,2,0,1,1,1,-0.3336984726090332
1,3,0,-0.10463740114712752,1,0,16.1,2,0,3,2,0,-0.12717266791993012
1,3,1,-2.025883484179407,1,1,15.9,2,0,0,3,0,-0.13932010117845442
0,3,1,0.9712604053509489,0,0,8.6625,2,0,2,1,1,-0.7165619336211217
0,3,1,-0.48888661775358344,0,0,9.225,2,0,2,1,1,-0.658138561741074
0,1,1,-0.10463740114712752,0,0,35.0,2,1,2,1,1,0.6414769499431594
0,3,1,-1.1036853643239128,1,1,7.2292,0,0,2,3,0,-0.8823470582632056
0,3,1,-0.33518693111100106,1,0,17.8,2,0,2,2,0,-0.0293120756270656
0,3,1,-0.10463740114712752,0,0,7.225,0,0,2,1,1,-0.8828741679067217
0,3,1,-0.10463740114712752,0,0,9.5,2,0,2,1,1,-0.6307359423566569
1,1,0,-0.5657364610748746,0,1,55.0,2,1,1,2,0,1.0976780669265336
0,2,0,0.6638610320657843,0,0,13.0,2,0,1,1,1,-0.3336984726090332
1,3,0,-0.10463740114712752,0,0,7.8792,1,0,1,1,1,-0.8038521494426432
1,3,0,-0.10463740114712752,0,0,7.8792,1,0,1,1,1,-0.8038521494426432
0,3,1,0.8175607187083667,1,4,27.9,2,0,2,6,0,0.4146557174979072
0,2,1,-0.027787557825836348,1,0,27.7208,0,0,2,2,0,0.4082334475616762
0,3,0,1.2018099353148226,0,1,14.4542,0,0,3,2,0,-0.23166125968823223
0,3,1,0.4333115021019107,0,0,7.05,2,0,2,1,1,-0.9050797531497122
0,3,1,-0.10463740114712752,1,0,15.5,1,0,2,2,0,-0.16405229962564447
0,3,1,0.04906228549545483,0,0,7.25,2,0,2,1,1,-0.8797405693934278
1,1,0,2.3545575851341902,1,0,75.25,0,1,3,2,0,1.4163815756188534
1,3,0,-0.10463740114712752,0,0,7.2292,0,0,3,1,1,-0.8823470582632056
1,3,0,-0.10463740114712752,0,0,7.75,1,0,1,1,1,-0.8189865811572414
1,1,0,-0.41203677443229225,0,0,69.3,0,1,4,1,1,1.3324938581871215
1,1,1,-0.33518693111100106,1,0,55.4417,0,1,2,2,0,1.1057901177672143
0,3,1,-0.8731358343600393,1,0,6.4958,2,0,2,2,0,-0.9787286015064478
0,3,1,-0.7962859910387481,0,0,8.05,2,0,2,1,1,-0.7841792430073967
0,1,1,-0.5657364610748746,0,0,135.6333,0,0,2,1,1,2.0186331792044068
0,3,0,-2.025883484179407,3,1,21.075,2,0,1,5,0,0.13649913806595457
1,1,0,-0.10463740114712752,1,0,82.1708,0,0,3,2,0,1.5060857797883969
1,3,0,-0.5657364610748746,0,0,7.25,2,0,1,1,1,-0.8797405693934278
0,1,1,-0.1814872444684187,0,2,211.5,0,1,2,3,0,2.4746366111687697
0,3,1,-0.719436147717457,0,0,4.0125,0,0,2,1,1,-1.3942229498762084
0,3,1,-0.7962859910387481,0,0,7.775,2,0,2,1,1,-0.8160407306065733
1,1,0,0.9712604053509489,0,0,227.525,0,0,1,1,1,2.5497045522452972
1,3,0,-2.1795831708219895,0,2,15.7417,0,0,1,3,0,-0.14903715526900022
0,3,1,0.20276197213803718,0,0,7.925,2,0,2,1,1,-0.798539974052802
1,1,0,0.4333115021019107,1,0,52.0,2,0,3,2,0,1.0408277503255374
0,3,1,-0.10463740114712752,0,0,7.8958,2,0,2,1,1,-0.8019236166026618
0,2,1,-0.8731358343600393,0,0,73.5,2,0,2,1,1,1.3924082286355355
0,3,1,-2.1795831708219895,5,2,46.9,2,0,0,8,0,0.936361092700485
1,2,0,0.5101613454232019,0,0,13.0,2,0,1,1,1,-0.3336984726090332
0,3,1,-0.10463740114712752,0,0,7.7292,1,0,2,1,1,-0.8214439504217126
1,2,0,-0.9499856776813305,0,0,12.0,0,0,1,1,1,-0.4102164299119116
1,1,1,0.5101613454232019,1,2,120.0,2,1,2,4,0,1.8931715298766851
1,3,1,-0.6425863043961658,0,0,7.7958,2,0,2,1,1,-0.8135961720983267
0,3,1,-0.10463740114712752,2,0,7.925,2,0,2,3,0,-0.798539974052802
1,1,0,-0.48888661775358344,1,0,113.275,0,1,1,2,0,1.834129231109428
1,3,0,-0.41203677443229225,0,2,16.7,2,1,3,3,0,-0.09156500424402261
0,3,1,-0.5657364610748746,0,0,7.7958,2,0,2,1,1,-0.8135961720983267
0,3,0,0.12591212881674602,0,0,7.8542,2,0,1,1,1,-0.806763380796033
0,2,1,1.2786597786361138,0,0,26.0,2,0,2,1,1,0.3444394801955362
0,2,1,-0.48888661775358344,0,0,10.5,2,0,4,1,1,-0.5368057694182641
1,2,0,-0.10463740114712752,0,0,12.65,2,0,3,1,1,-0.35983961362319966
1,3,1,0.7407108753870755,0,0,7.925,2,0,2,1,1,-0.798539974052802
0,3,1,-0.2583370877897099,0,0,8.05,2,0,2,1,1,-0.7841792430073967
0,3,0,-0.6425863043961658,1,0,9.825,2,0,1,2,0,-0.5992616204389827
0,3,1,-0.10463740114712752,1,0,15.85,2,0,2,2,0,-0.1423794216910609
0,3,0,-0.719436147717457,0,0,8.6625,2,0,1,1,1,-0.7165619336211217
0,2,1,0.35646165878061953,1,0,21.0,2,0,2,2,0,0.1329851701219792
0,3,1,1.6629089952425695,0,0,7.75,2,0,2,1,1,-0.8189865811572414
1,2,1,-2.025883484179407,1,1,18.75,2,0,0,3,0,0.021587667954472933
0,3,1,-0.6425863043961658,0,0,7.775,2,0,2,1,1,-0.8160407306065733
0,3,0,-0.10463740114712752,3,1,25.4667,2,0,1,5,0,0.32384119624754826
0,3,1,-0.10463740114712752,0,0,7.8958,2,0,2,1,1,-0.8019236166026618
0,3,1,-0.10463740114712752,0,0,6.8583,1,0,2,1,1,-0.9299653348541039
1,1,0,0.27961181545932834,1,0,90.0,1,1,1,2,0,1.5989745568795648
0,2,1,-0.10463740114712752,0,0,0.0,2,0,2,1,1,-3.0585777291682934
1,3,1,1.1249600919935314,0,0,7.925,2,0,2,1,1,-0.798539974052802
0,3,0,-0.10463740114712752,0,0,8.05,2,0,3,1,1,-0.7841792430073967
1,2,0,0.35646165878061953,1,1,32.5,2,0,3,3,0,0.5671628780396996
1,2,0,-0.8731358343600393,0,2,13.0,2,0,1,3,0,-0.3336984726090332
0,2,1,0.04906228549545483,0,0,13.0,2,0,2,1,1,-0.3336984726090332
0,3,0,-1.4879345809303688,0,2,24.15,2,0,1,3,0,0.2711522804976662
0,3,1,-0.10463740114712752,0,0,7.8958,0,0,2,1,1,-0.8019236166026618
0,3,1,-0.6425863043961658,0,0,7.7333,1,0,2,1,1,-0.8209591021193487
0,3,1,-0.027787557825836348,0,0,7.875,2,0,2,1,1,-0.8043406630039285
0,3,0,-0.10463740114712752,1,1,14.4,2,0,3,3,0,-0.23528881360946907
0,3,1,-0.8731358343600393,1,1,20.2125,2,0,2,3,0,0.09534793704965058
0,3,1,-0.10463740114712752,0,0,7.25,2,0,2,1,1,-0.8797405693934278
1,2,0,-0.10463740114712752,1,0,26.0,2,0,3,2,0,0.3444394801955362
1,2,0,-0.7962859910387481,0,0,26.0,2,0,1,1,1,0.3444394801955362
0,3,1,-0.10463740114712752,0,0,7.75,1,0,2,1,1,-0.8189865811572414
1,3,1,0.20276197213803718,0,0,8.05,2,1,2,1,1,-0.7841792430073967
1,1,1,-0.10463740114712752,0,0,26.55,2,1,2,1,1,0.36526093570402607
1,3,0,-0.10463740114712752,1,0,16.1,2,0,3,2,0,-0.12717266791993012
1,2,0,0.9712604053509489,1,0,26.0,2,0,3,2,0,0.3444394801955362
0,3,1,-0.9499856776813305,0,0,7.125,2,0,2,1,1,-0.8955045384601199
0,1,1,1.5860591519212783,1,0,55.9,2,1,2,2,0,1.1141402035210881
1,1,0,-1.180535207645204,1,2,120.0,2,1,1,4,0,1.8931715298766851
0,3,0,-0.6425863043961658,2,2,34.375,2,0,1,5,0,0.6233938271906204
1,2,0,-0.41203677443229225,2,3,18.75,2,0,3,6,0,0.021587667954472933
0,1,1,2.661956958419355,1,4,263.0,2,1,2,6,0,2.6987007794454887
0,2,1,0.12591212881674602,0,0,10.5,2,0,2,1,1,-0.5368057694182641
1,2,0,1.2018099353148226,1,1,26.25,2,0,3,3,0,0.35395586016517094
0,3,1,-0.719436147717457,0,0,9.5,2,0,2,1,1,-0.6307359423566569
0,3,1,-0.33518693111100106,1,0,7.775,2,0,2,2,0,-0.8160407306065733
1,2,0,-0.10463740114712752,0,0,13.0,2,0,4,1,1,-0.3336984726090332
1,3,1,-0.10463740114712752,0,0,8.1125,2,0,2,1,1,-0.7770730902669089
1,1,1,-1.949033640858116,0,2,81.8583,2,1,0,3,0,1.5021989568725875
1,2,0,-1.2573850509664952,0,1,19.5,2,0,1,2,0,0.06007112543995847
1,1,1,0.35646165878061953,0,0,26.55,2,0,2,1,1,0.36526093570402607
1,3,0,-1.8721837975368247,2,1,19.2583,0,0,1,4,0,0.047825129435189045
1,1,1,1.7397588385638607,0,0,30.5,2,1,4,1,1,0.5036031274312862
0,2,1,0.5101613454232019,1,2,27.75,2,0,2,4,0,0.40928266156909443
0,3,1,-0.10463740114712752,1,0,19.9667,2,0,2,2,0,0.0833137463231359
0,1,1,0.04906228549545483,0,0,27.75,0,1,2,1,1,0.40928266156909443
1,1,1,1.5092093085999871,1,0,89.1042,0,1,2,2,0,1.588760118059578
0,3,1,-0.10463740114712752,0,0,8.05,2,0,2,1,1,-0.7841792430073967
1,3,1,-0.027787557825836348,0,0,7.8958,0,0,2,1,1,-0.8019236166026618
0,1,1,2.738806801740646,0,0,26.55,2,1,2,1,1,0.36526093570402607
1,1,0,-0.10463740114712752,1,0,51.8625,2,1,3,2,0,1.038145562232327
1,2,0,1.5860591519212783,0,0,10.5,2,0,1,1,1,-0.5368057694182641
0,3,1,-0.10463740114712752,0,0,7.75,1,0,2,1,1,-0.8189865811572414
1,1,1,1.432359465278696,0,0,26.55,2,1,2,1,1,0.36526093570402607
0,3,1,0.35646165878061953,0,0,8.05,2,0,2,1,1,-0.7841792430073967
0,1,1,1.3555096219574048,0,0,38.5,2,1,2,1,1,0.7372759377222563
0,2,1,1.432359465278696,0,0,13.0,2,0,2,1,1,-0.3336984726090332
0,3,1,-0.10463740114712752,0,0,8.05,2,0,2,1,1,-0.7841792430073967
0,3,1,0.6638610320657843,0,0,7.05,2,0,2,1,1,-0.9050797531497122
0,2,1,-0.10463740114712752,0,0,0.0,2,0,2,1,1,-3.0585777291682934
0,1,1,2.0471582118490255,0,0,26.55,2,0,2,1,1,0.36526093570402607
0,3,1,-0.10463740114712752,0,0,7.725,1,0,2,1,1,-0.8219408604763344
1,3,0,-2.1987956316523123,2,1,19.2583,0,0,1,4,0,0.047825129435189045
0,3,1,-0.10463740114712752,0,0,7.25,2,0,2,1,1,-0.8797405693934278
0,3,1,0.6638610320657843,0,0,8.6625,2,0,2,1,1,-0.7165619336211217
1,2,0,0.27961181545932834,1,2,27.75,2,0,3,4,0,0.40928266156909443
1,2,0,-0.48888661775358344,0,0,13.7917,0,1,3,1,1,-0.2769007052339032
0,3,0,-0.5657364610748746,0,0,9.8375,2,0,1,1,1,-0.5980700220174994
0,1,1,-0.10463740114712752,0,0,52.0,2,1,2,1,1,1.0408277503255374
0,2,1,0.35646165878061953,1,0,21.0,2,0,2,2,0,0.1329851701219792
0,3,1,-0.027787557825836348,1,0,7.0458,2,0,2,2,0,-0.9056185997745971
0,3,1,-0.5657364610748746,0,0,7.5208,2,0,2,1,1,-0.8463932397472813
1,3,0,-2.1027333275006983,0,1,12.2875,2,0,1,2,0,-0.38763069046803694
0,3,1,-1.56478442425166,5,2,46.9,2,0,0,8,0,0.936361092700485
0,2,1,-0.10463740114712752,0,0,0.0,2,0,2,1,1,-3.0585777291682934
0,3,1,1.5860591519212783,0,0,8.05,2,0,2,1,1,-0.7841792430073967
1,3,0,2.585107115098064,0,0,9.5875,2,0,3,1,1,-0.6221672631581132
1,1,1,-0.33518693111100106,1,0,91.0792,0,1,2,2,0,1.6111475224786775
0,3,0,-0.10463740114712752,3,1,25.4667,2,0,1,5,0,0.32384119624754826
1,1,0,0.4333115021019107,1,0,90.0,2,1,3,2,0,1.5989745568795648
0,1,1,2.200857898491608,0,0,29.7,0,1,2,1,1,0.4770416648490861
0,3,1,0.04906228549545483,0,0,8.05,2,0,2,1,1,-0.7841792430073967
1,3,1,-1.56478442425166,1,1,15.9,2,0,0,3,0,-0.13932010117845442
0,3,1,-0.10463740114712752,1,0,19.9667,2,0,2,2,0,0.0833137463231359
0,3,1,-0.6425863043961658,0,0,7.25,2,0,2,1,1,-0.8797405693934278
0,1,1,1.9703083685277343,0,0,30.5,2,1,2,1,1,0.5036031274312862
0,1,1,3.1999058616683933,0,0,49.5042,0,0,2,1,1,0.9910237262754293
0,3,1,-0.6425863043961658,0,0,8.05,2,0,2,1,1,-0.7841792430073967
0,3,1,-0.10463740114712752,0,0,14.4583,0,0,2,1,1,-0.23138736843472296
1,1,0,1.893458525206443,1,0,78.2667,0,1,1,2,0,1.4564440718289613
0,3,1,-0.10463740114712752,0,0,15.1,2,0,2,1,1,-0.1893914833819289
0,1,0,-0.33518693111100106,1,2,151.55,2,1,3,4,0,2.132408321022389
0,3,1,-0.41203677443229225,0,0,7.7958,2,0,2,1,1,-0.8135961720983267
0,3,1,-0.9499856776813305,0,0,8.6625,2,0,2,1,1,-0.7165619336211217
0,3,0,-0.6425863043961658,0,0,7.75,1,0,1,1,1,-0.8189865811572414
0,3,0,-0.10463740114712752,0,0,7.6292,1,0,1,1,1,-0.8333405692374476
0,3,0,0.5870111887444931,0,0,9.5875,2,0,1,1,1,-0.6221672631581132
1,1,0,-1.0268355210026217,0,0,86.5,2,1,1,1,1,1.5584783893656837
0,1,1,-0.8731358343600393,1,0,108.9,0,1,2,2,0,1.7938227894866787
1,2,0,0.27961181545932834,0,2,26.0,2,0,3,3,0,0.3444394801955362
1,1,1,-0.10463740114712752,0,0,26.55,2,0,2,1,1,0.36526093570402607
0,3,1,-0.10463740114712752,0,0,22.525,2,0,2,1,1,0.20218592718197398
1,3,1,-0.2583370877897099,0,0,56.4958,2,0,2,1,1,1.1248955097361595
1,3,1,-0.027787557825836348,0,0,7.75,1,0,2,1,1,-0.8189865811572414
0,3,1,-0.10463740114712752,0,0,8.05,2,0,2,1,1,-0.7841792430073967
1,1,1,0.5101613454232019,0,0,26.2875,2,1,2,1,1,0.3553757823476229
1,1,0,1.893458525206443,1,0,59.4,0,0,3,2,0,1.1757752036108362
0,3,1,-0.41203677443229225,0,0,7.4958,2,0,2,1,1,-0.8494271027413144
0,1,1,1.3555096219574048,0,0,34.0208,2,1,2,1,1,0.6130033879569109
1,2,0,0.35646165878061953,0,0,10.5,2,1,3,1,1,-0.5368057694182641
0,3,1,-0.10463740114712752,0,0,24.15,1,0,2,1,1,0.2711522804976662
1,2,0,0.5101613454232019,1,0,26.0,2,0,3,2,0,0.3444394801955362
0,3,1,0.20276197213803718,0,0,7.8958,2,0,2,1,1,-0.8019236166026618
1,1,0,0.04906228549545483,0,0,93.5,2,1,1,1,1,1.6379421972192298
0,3,1,-0.5657364610748746,0,0,7.8958,2,0,2,1,1,-0.8019236166026618
0,3,1,-0.10463740114712752,0,0,7.225,0,0,2,1,1,-0.8828741679067217
1,1,0,1.1249600919935314,0,1,57.9792,0,1,3,2,0,1.1511968252901217
0,3,1,-0.10463740114712752,0,0,7.2292,0,0,2,1,1,-0.8823470582632056
0,3,1,0.8559856403690123,0,0,7.75,1,0,2,1,1,-0.8189865811572414
1,2,0,1.5860591519212783,0,0,10.5,2,0,1,1,1,-0.5368057694182641
0,1,1,-0.10463740114712752,0,0,221.7792,2,1,2,1,1,2.523411982756633
0,3,1,0.7407108753870755,0,0,7.925,2,0,2,1,1,-0.798539974052802
0,2,1,-0.48888661775358344,2,1,11.5,2,0,2,4,0,-0.4507125974257932
1,2,0,-2.1027333275006983,1,1,26.0,2,0,1,3,0,0.3444394801955362
0,3,1,-0.10463740114712752,0,0,7.2292,0,0,2,1,1,-0.8823470582632056
0,3,1,-0.9499856776813305,1,1,7.2292,0,0,2,3,0,-0.8823470582632056
1,3,0,-0.10463740114712752,0,2,22.3583,0,0,3,3,0,0.19484336402527688
0,3,0,0.04906228549545483,0,0,8.6625,2,0,1,1,1,-0.7165619336211217
1,2,0,-1.7184841108942424,0,2,26.25,2,0,1,3,0,0.35395586016517094
0,1,1,1.2018099353148226,0,0,26.55,2,1,4,1,1,0.36526093570402607
1,1,0,0.04906228549545483,0,0,106.425,0,0,1,1,1,1.7703041212742283
0,3,1,-0.10463740114712752,0,0,14.5,2,0,2,1,1,-0.2286058134653583
1,1,0,-0.5657364610748746,0,2,49.5,0,1,1,3,0,0.9909378569025421
1,1,0,0.5101613454232019,0,2,71.0,2,1,1,3,0,1.3571652197109427
0,3,0,-1.56478442425166,4,2,31.275,2,0,1,7,0,0.5286989276421437
0,3,0,-1.4110847376090776,4,2,31.275,2,0,1,7,0,0.5286989276421437
1,2,1,0.20276197213803718,1,0,26.0,2,0,2,2,0,0.3444394801955362
0,1,1,1.5860591519212783,1,0,106.425,0,1,2,2,0,1.7703041212742283
0,1,1,2.661956958419355,0,0,26.0,2,0,2,1,1,0.3444394801955362
1,2,0,-0.7962859910387481,1,0,26.0,2,0,3,2,0,0.3444394801955362
1,2,1,-0.10463740114712752,0,0,13.8625,0,0,2,1,1,-0.27197037165090676
0,3,1,0.27961181545932834,1,1,20.525,2,0,2,3,0,0.11044794172866994
1,2,1,-1.6416342675729512,1,1,36.75,2,0,0,3,0,0.6904870950626278
1,1,1,-0.9499856776813305,0,2,110.8833,0,1,2,3,0,1.812289926928167
0,2,1,-0.1814872444684187,0,0,26.0,2,0,2,1,1,0.3444394801955362
0,3,1,-0.10463740114712752,0,0,7.8292,1,0,2,1,1,-0.809682843697731
1,3,1,-0.5657364610748746,0,0,7.225,0,0,2,1,1,-0.8828741679067217
1,3,0,-0.5657364610748746,0,0,7.775,2,0,1,1,1,-0.8160407306065733
0,1,1,2.5082572717767726,0,0,26.55,2,0,2,1,1,0.36526093570402607
1,1,0,1.432359465278696,1,0,39.6,0,1,4,2,0,0.7656365698356679
0,1,1,-0.10463740114712752,0,0,227.525,0,0,2,1,1,2.5497045522452972
1,1,0,0.7407108753870755,1,1,79.65,2,1,3,3,0,1.4743073772537167
1,3,0,0.5101613454232019,1,0,17.4,2,0,3,2,0,-0.05151766087005573
0,3,1,-0.10463740114712752,0,0,7.75,1,0,2,1,1,-0.8189865811572414
0,3,1,0.8175607187083667,0,0,7.8958,2,0,2,1,1,-0.8019236166026618
0,2,1,-0.10463740114712752,0,0,13.5,2,0,2,1,1,-0.29746598596845064
0,3,1,-0.10463740114712752,0,0,8.05,2,0,2,1,1,-0.7841792430073967
0,3,0,-0.10463740114712752,0,0,8.05,2,0,1,1,1,-0.7841792430073967
0,3,1,-0.41203677443229225,2,0,24.15,2,0,2,3,0,0.2711522804976662
0,3,1,-0.7962859910387481,0,0,7.8958,2,0,2,1,1,-0.8019236166026618
0,3,0,-0.027787557825836348,0,4,21.075,2,0,3,5,0,0.13649913806595457
0,3,1,-0.10463740114712752,0,0,7.2292,0,0,2,1,1,-0.8823470582632056
1,3,1,0.20276197213803718,0,0,7.8542,2,0,2,1,1,-0.806763380796033
1,2,1,2.5082572717767726,0,0,10.5,2,0,2,1,1,-0.5368057694182641
1,1,0,1.816608681885152,2,0,51.4792,2,1,3,3,0,1.0306316027835163
1,1,1,0.5101613454232019,0,0,26.3875,2,1,2,1,1,0.35915272270042775
1,3,0,-0.10463740114712752,0,0,7.75,1,0,1,1,1,-0.8189865811572414
0,3,1,-1.0268355210026217,0,0,8.05,2,0,2,1,1,-0.7841792430073967
0,3,1,-0.7962859910387481,0,0,14.5,2,0,2,1,1,-0.2286058134653583
1,2,0,0.35646165878061953,0,0,13.0,2,0,1,1,1,-0.3336984726090332
1,1,0,0.7407108753870755,1,0,55.9,2,1,3,2,0,1.1141402035210881
0,3,0,-0.10463740114712752,1,0,14.4583,0,0,3,2,0,-0.23138736843472296
1,3,1,0.20276197213803718,0,0,7.925,2,0,2,1,1,-0.798539974052802
1,2,0,-0.33518693111100106,1,1,30.0,2,0,1,3,0,0.4870824563024251
1,1,0,0.7407108753870755,1,1,110.8833,0,1,3,3,0,1.812289926928167
0,2,1,1.893458525206443,0,0,26.0,2,0,2,1,1,0.3444394801955362
0,1,1,0.5101613454232019,0,0,40.125,0,1,2,1,1,0.7789025328484201
0,3,1,-0.10463740114712752,0,0,8.7125,0,0,2,1,1,-0.71123278673221
1,1,0,-0.8731358343600393,0,2,79.65,2,1,1,3,0,1.4743073772537167
0,2,1,1.3555096219574048,0,0,15.0,2,0,2,1,1,-0.19582465009716046
1,1,1,2.3545575851341902,1,1,79.2,0,1,2,3,0,1.4685301291949246
0,3,1,-0.5657364610748746,0,0,8.05,2,0,2,1,1,-0.7841792430073967
0,3,1,-0.10463740114712752,0,0,8.05,2,0,2,1,1,-0.7841792430073967
0,3,1,0.4333115021019107,0,0,7.125,2,0,2,1,1,-0.8955045384601199
1,1,0,1.7397588385638607,1,0,78.2667,0,1,3,2,0,1.4564440718289613
0,3,1,1.3555096219574048,0,0,7.25,2,0,2,1,1,-0.8797405693934278
0,3,0,-0.10463740114712752,0,2,7.75,1,0,1,3,0,-0.8189865811572414
0,2,1,0.5870111887444931,1,0,26.0,2,0,2,2,0,0.3444394801955362
0,3,1,0.5101613454232019,1,1,24.15,2,0,2,3,0,0.2711522804976662
1,2,0,-0.10463740114712752,0,0,33.0,2,0,1,1,1,0.5824597491940529
0,3,1,1.5092093085999871,0,0,0.0,2,0,2,1,1,-3.0585777291682934
0,3,1,-0.10463740114712752,0,0,7.225,0,0,2,1,1,-0.8828741679067217
1,1,1,1.5092093085999871,1,0,56.9292,0,1,4,2,0,1.1326493972880125
1,2,0,-0.41203677443229225,2,1,27.0,2,0,3,4,0,0.3819897971587497
0,3,1,-0.10463740114712752,0,0,7.8958,2,0,2,1,1,-0.8019236166026618
0,1,1,-0.10463740114712752,0,0,42.4,2,0,2,1,1,0.8344967423387601
0,3,1,1.1249600919935314,0,0,8.05,2,0,2,1,1,-0.7841792430073967
1,1,1,0.4333115021019107,0,0,26.55,0,0,2,1,1,0.36526093570402607
0,3,1,0.5101613454232019,1,0,15.55,2,0,2,2,0,-0.16092818251417132
0,3,1,0.04906228549545483,0,0,7.8958,2,0,2,1,1,-0.8019236166026618
1,1,1,-0.1814872444684187,0,0,30.5,2,0,2,1,1,0.5036031274312862
1,2,0,-0.5657364610748746,1,2,41.5792,0,0,3,4,0,0.8147822510349934
1,1,0,0.8175607187083667,0,0,153.4625,2,1,1,1,1,2.14527242190355
0,3,0,0.7407108753870755,1,5,31.275,2,0,3,7,0,0.5286989276421437
0,3,1,-0.10463740114712752,0,0,7.05,2,0,2,1,1,-0.9050797531497122
1,3,0,-0.10463740114712752,1,0,15.5,1,0,1,2,0,-0.16405229962564447
0,3,1,-0.10463740114712752,0,0,7.75,1,0,2,1,1,-0.8189865811572414
0,3,1,0.4333115021019107,0,0,8.05,2,0,2,1,1,-0.7841792430073967
1,2,0,-0.41203677443229225,1,2,65.0,2,0,1,4,0,1.2673242399099218
0,3,1,0.35646165878061953,1,1,14.4,2,0,2,3,0,-0.23528881360946907
0,3,0,-0.2583370877897099,1,0,16.1,2,0,3,2,0,-0.12717266791993012
1,2,0,-1.949033640858116,2,1,39.0,2,1,1,4,0,0.750263780890198
0,2,1,-0.2583370877897099,0,0,10.5,2,0,2,1,1,-0.5368057694182641
0,3,1,-0.1814872444684187,1,0,14.4542,0,0,2,2,0,-0.23166125968823223
1,1,1,0.9712604053509489,1,0,52.5542,2,1,2,2,0,1.0515683442816504
1,3,1,-0.719436147717457,1,1,15.7417,0,0,2,3,0,-0.14903715526900022
0,3,1,-0.6425863043961658,0,0,7.8542,2,0,2,1,1,-0.806763380796033
0,3,1,-0.6425863043961658,0,0,16.1,2,0,2,1,1,-0.12717266791993012
0,1,1,2.4314074284554814,0,0,32.3208,2,1,2,1,1,0.5616248415955212
0,2,1,2.1240080551703167,0,0,12.35,1,0,4,1,1,-0.38278544498532663
1,1,0,-0.6425863043961658,0,0,77.9583,2,1,1,1,1,1.452419049919151
0,3,1,-0.2583370877897099,0,0,7.8958,2,0,2,1,1,-0.8019236166026618
0,3,1,-0.10463740114712752,0,0,7.7333,1,0,2,1,1,-0.8209591021193487
1,1,1,3.8915544515600136,0,0,30.0,2,1,2,1,1,0.4870824563024251
0,3,1,1.6629089952425695,0,0,7.0542,2,0,2,1,1,-0.9045411875888885
1,1,1,0.20276197213803718,0,0,30.5,0,1,4,1,1,0.5036031274312862
0,1,1,-0.10463740114712752,0,0,0.0,2,0,2,1,1,-3.0585777291682934
0,3,0,-1.56478442425166,3,2,27.9,2,0,1,6,0,0.4146557174979072
1,2,0,-0.10463740114712752,0,0,13.0,2,0,1,1,1,-0.3336984726090332
0,3,1,0.20276197213803718,0,0,7.925,2,0,2,1,1,-0.798539974052802
0,2,1,0.12591212881674602,1,1,26.25,2,0,2,3,0,0.35395586016517094
0,3,0,0.8944105620296577,0,5,39.6875,2,0,3,6,0,0.7678594338107121
0,3,1,-0.10463740114712752,1,0,16.1,2,0,2,2,0,-0.12717266791993012
0,3,1,-0.719436147717457,0,0,7.8542,2,0,2,1,1,-0.806763380796033
1,1,0,-0.41203677443229225,0,0,69.3,0,1,4,1,1,1.3324938581871215
